Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
Little Fockers,2010,0.8,0.8400000000000001,74.0,"A strict and old-fashioned patriarch, Jack Byrnes, is unhappy with his son-in-law, Greg, when he takes up a second job at a drug company. So, he wants him to prove his capability by testing him.",0.55,0.09,,Little Fockers-2010
Bolt,2008,0.88,0.9,653.0,An animation adventure movie about the canine star of a fictional Sci-Fi action show that believes his powers are real and embarks on a cross-country trek to save his co-star from a threat.,0.6799999999999999,0.89,0.67,Bolt-2008
Ransom,1996,0.87,0.9,101.0,"When a millionaire's son is kidnapped, he adopts a novel technique for tracking down the kidnappers and recovering his son.",0.67,0.75,0.6,Ransom-1996
Runaway Bride,1999,0.84,0.74,76.0,A big-city reporter falls in love with a small-town handywoman who has made a habit out of fleeing from the altar every time she decides to tie the knot.,0.5599999999999999,0.46,,Runaway Bride-1999
The Blind Side,2009,0.93,0.96,1303.0,"Michael, a homeless African-American teenager, is adopted by a Caucasian family who help him overcome his learning difficulties and achieve excellence in American football.",0.76,0.66,,The Blind Side-2009
The Fault in Our Stars,2014,0.92,0.96,3438.0,Two cancer-afflicted teenagers Hazel and Augustus meet at a cancer support group. The two of them embark on a journey to visit a reclusive author in Amsterdam.,0.77,0.81,,The Fault in Our Stars-2014
The Pursuit of Happyness,2006,0.94,0.9800000000000001,4252.0,"Tired of Chris's professional failures, his wife decides to separate, leaving him financially broke with an unpaid internship in a brokerage firm and his son's custody to deal with.",0.8,0.67,0.64,The Pursuit of Happyness-2006
Rise of the Guardians,2012,0.85,0.96,960.0,"When Pitch, an evil spirit, returns to planet Earth to assault children and take over the world, a group of immortal guardians with extraordinary abilities join forces to protect the children.",0.73,0.75,,Rise of the Guardians-2012
Close Encounters of the Third Kind,1977,0.89,0.8800000000000001,244.0,"Although aliens begin to make their presence felt to humans, the government denies their existence. However, when Roy, an electrical lineman, encounters a UFO, he is drawn to the Wyoming wilderness.",0.76,0.94,,Close Encounters of the Third Kind-1977
Chicago,2002,0.84,0.9,175.0,"Nightclub sensation Velma kills her philandering husband. Chicago's adroit lawyer Billy Flynn is set to become her defence lawyer, who also defends Roxie, who is responsible for murder.",0.72,0.86,0.81,Chicago-2002
Annabelle: Creation,2017,0.86,0.86,717.0,"Samuel and Elle embed their daughter's spirit into a doll, only to realise it is a demon. Years later, they open their home to a nun and six orphan girls, one of whom finds the doll.",0.65,0.71,,Annabelle: Creation-2017
Wonder,2017,0.93,0.96,5427.0,"August, a boy with a rare facial abnormality, enters the fifth grade in a private school where he befriends Jack. The two form a strong bond while facing the bullies in their class.",0.8,0.86,0.66,Wonder-2017
Skyscraper,2018,0.82,0.8,848.0,"After Will Sawyer, who assesses security for skyscrapers, is accused of a blaze in the safest building in the world, he must prove himself innocent and save his family from the burning building.",0.58,0.48,,Skyscraper-2018
A Good Day to Die Hard,2013,0.77,0.6799999999999999,140.0,"Set in his ways, no-nonsense cop John McClane travels to Moscow, Russia to help his wayward son, Jack. But, when Jack turns out to be an undercover CIA agent, father and son team up to gun down goons.",0.53,0.15,,A Good Day to Die Hard-2013
Mulan,1998,0.91,0.9199999999999999,1331.0,"Young Mulan is distraught to learn that her weak father must join the army to fight the invading Huns. Unwilling to endanger his life, she disguises herself as a man and joins the army in his place.",0.77,0.86,0.71,Mulan-1998
Dangal,2016,0.88,0.9400000000000001,2239.0,"Mahavir Singh Phogat, a former wrestler, decides to fulfil his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",0.8400000000000001,0.88,,Dangal-2016
Passengers,2016,0.85,0.9199999999999999,2234.0,"During a voyage to a distant colony planet, Jim's hypersleep pod malfunctions, waking him up. He and fellow passenger Aurora must work together to prevent their spaceship from meeting with a disaster.",0.7,0.3,,Passengers-2016
Battleship,2012,0.79,0.8800000000000001,924.0,"An international fleet of ships encounter an alien armada and discover their destructive goals. To defeat their enemies, they are forced to fight an intense battle on sea, land and air.",0.58,0.34,0.41,Battleship-2012
Liar Liar,1997,0.89,0.9,295.0,A successful lawyer's entire career is built on the basis of lies. His life takes an ugly turn when his son wishes for him to not lie for a day and his wish comes true.,0.6900000000000001,0.82,,Liar Liar-1997
G.I. Joe: The Rise of Cobra,2009,0.76,0.78,167.0,"Duke and Ripcord join an elite military unit, the G.I.JOE, after they are attacked by an evil organisation, Cobra. The two along with G.I.JOE use next-generation technology to defeat the threat.",0.58,0.33,,G.I. Joe: The Rise of Cobra-2009
Wrath of the Titans,2012,0.75,0.8,68.0,"Perseus, a demigod, has to rescue his father, Zeus, who is held captive by Ares and Hades. However, he has to defeat not only his brother and uncle but also the Titans with whom they have partnered.",0.5700000000000001,0.26,,Wrath of the Titans-2012
Fantastic 4: Rise of the Silver Surfer,2007,0.73,0.8,187.0,"The Silver Surfer, an intergalactic herald serving Galactus, plans to destroy the Earth for his master. However, four superheroes must intervene and battle the villainous force to save the planet.",0.5599999999999999,0.37,,Fantastic 4: Rise of the Silver Surfer-2007
Hook,1991,0.86,0.86,297.0,"When Peter Pan's children are abducted by Captain Hook, he is forced to return to Neverland. With some help from Tinkerbell and the Lost Boys, he must battle against his old foe to save his kids.",0.6799999999999999,0.29,,Hook-1991
Rocky IV,1985,0.92,0.9400000000000001,520.0,"Rocky trains his friend Apollo Creed in a match against Drago, an indestructible Russian boxer. But when Apollo is killed in the ring during the match, Rocky vows to avenge his friend's death.",0.6900000000000001,0.4,,Rocky IV-1985
Superman,1978,0.81,0.9199999999999999,356.0,"Scientist Jor-El rockets his infant son, Kal-El, to safety on Earth. Kal is raised as Clark Kent and develops unusual abilities and powers to become Superman who fights for truth and justice.",0.73,0.94,,Superman-1978
Rambo: First Blood Part II,1985,0.9,0.9199999999999999,209.0,John Rambo is offered the chance to cut short his prison tenure by going on a secret mission for the US government deep into the jungles of Vietnam and locating American POWs.,0.65,0.33,0.47,Rambo: First Blood Part II-1985
Resident Evil: Afterlife,2010,0.87,0.74,190.0,"Alice leads a group of survivors to Arcadia, a safe haven somewhere in Alaska. Once there, they learn that the place is being used as a trap to lure more survivors and infect them with the T-virus.",0.58,0.21,0.37,Resident Evil: Afterlife-2010
Van Helsing,2004,0.9,0.9199999999999999,788.0,"Van Helsing, a legendary monster hunter, is sent to Transylvania in order to prevent Count Dracula, a terrorising being, from realising his evil motives.",0.61,0.24,0.35,Van Helsing-2004
Stuart Little,1999,0.83,0.8,401.0,"The Little family adopts a brother for their son, George, in the form of Stuart, a mouse who can talk and be just like humans. But Stuart's arrival is not taken too well by Snowbell, the house cat.",0.5900000000000001,0.67,,Stuart Little-1999
Beverly Hills Cop II,1987,0.93,0.8800000000000001,61.0,"When a series of Alphabet Crimes, wherein the robbers leave behind monogrammed envelopes in high-end stores, rock Beverley Hills, Axel Foley, an undercover detective, is called to help.",0.65,0.47,0.48,Beverly Hills Cop II-1987
Alice Through the Looking Glass,2016,0.84,0.8800000000000001,501.0,"With the White Queen and her friends' help, Alice strives to save Wonderland in order to protect the Mad Hatter from the malicious Red Queen even if she has to go back in time.",0.62,0.28,,Alice Through the Looking Glass-2016
My Best Friend's Wedding,1997,0.86,0.74,242.0,"Julianne is shocked when she learns that her best friend Michael is soon getting married. Overcome with a surge of mixed emotions, she makes up her mind to sabotage his wedding and make him her own.",0.63,0.73,0.5,My Best Friend's Wedding-1997
Real Steel,2011,0.87,0.96,1129.0,"Charlie aims to make it big in the sport of robot boxing. When he learns about his son, he reluctantly teams up with him after which, they discover each other while trying to win with an old robot.",0.7,0.6,0.56,Real Steel-2011
Horton Hears a Who!,2008,0.82,0.9199999999999999,294.0,"Horton, an elephant, must dodge his pesky neighbours and find a safe place to keep the dust speck, which contains a microscopic community of creatures known as The Whos.",0.6799999999999999,0.8,,Horton Hears a Who!-2008
A Quiet Place Part II,2021,0.92,0.86,6583.0,"In a post-apocalyptic world, Regan and her family learn that the alien predators can be defeated using high-frequency audio. Armed with this knowledge, they then set out to look for other survivors.",0.73,0.91,0.71,A Quiet Place Part II-2021
Ocean's Eight,2018,0.8,0.8400000000000001,1755.0,"Debbie Ocean is released from jail after serving a prison sentence. She assembles a special crew of seven women to steal a diamond necklace, worth 150 million dollars, from the Met Gala.",0.63,0.69,,Ocean's Eight-2018
The Divergent Series: Insurgent,2015,0.82,0.9,375.0,Tris Prior is a divergent who does not belong to any one faction dictated by the government. She must unite with other divergents and unravel a conspiracy that threatens their lives.,0.62,0.28,,The Divergent Series: Insurgent-2015
Look Who's Talking,1989,0.86,0.86,93.0,"Mollie, a single mother, wants the perfect man who can take care of her and her baby, Mikey. Later, baby Mikey gets vocal on life and on the love between his single mother and a cab driver.",0.5900000000000001,0.57,,Look Who's Talking-1989
Austin Powers in Goldmember,2002,0.85,0.8400000000000001,78.0,"Austin Powers chases after Dr Evil, Mini-Me and Goldmember through time when they kidnap his father. He stops in 1975 for Foxxy Cleopatra's help, his ex-girlfriend, and track down the kidnappers.",0.62,0.53,0.62,Austin Powers in Goldmember-2002
Ghostbusters,1984,0.86,0.9199999999999999,534.0,"When Peter Venkman, Raymond Stantz and Egon Spengler lose their jobs as scientists, they start an establishment called Ghostbusters to fight the evil ghosts lurking in New York City.",0.78,0.97,,Ghostbusters-1984
Miss Peregrine's Home for Peculiar Children,2016,0.75,0.9,1229.0,"A young boy named Jake discovers a house full of children with supernatural powers run by Miss Peregrine. Soon, he must help protect their home from terrifying enemies called Hollowgasts.",0.67,0.64,,Miss Peregrine's Home for Peculiar Children-2016
X-Men,2000,0.83,0.9,465.0,"Magneto kidnaps Marie, a young mutant, with the intention of using her powers to destroy humanity. However, the X-Men and Wolverine team up to save her and stop Magneto.",0.74,0.82,0.64,X-Men-2000
Ferdinand,2017,0.85,0.9199999999999999,751.0,"A soft-hearted bull, Ferdinand, escapes from Casa del Toro after his father does not return from the bullfight. However, due to a turn of events, he is taken back to the place he escaped from.",0.6799999999999999,0.72,0.58,Ferdinand-2017
Shutter Island,2010,0.93,0.9400000000000001,4298.0,"Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place.",0.82,0.68,0.63,Shutter Island-2010
Doctor Dolittle,1998,0.82,0.86,115.0,Dr John Dolittle has a special power to communicate with animals but his family and colleagues consider him insane. He must convince them before they put him in a mental institution.,0.54,0.42,,Doctor Dolittle-1998
Bee Movie,2007,0.77,0.8400000000000001,2058.0,"Barry B Benson, a bee who has just completed his graduation, decides to sue humans after he learns about the exploitation of bees at the hands of mankind.",0.61,0.49,0.54,Bee Movie-2007
Salt,2010,0.81,0.8800000000000001,557.0,"CIA agent Evelyn Salt's life takes an ugly turn when she is accused of planning the assassination of the Russian president. However, she flees and sets out to prove her innocence.",0.64,0.61,,Salt-2010
G-Force,2009,,0.9,322.0,A squad of specially trained guinea pigs goes on their latest mission and aims to sabotage the plans of a diabolical billionaire who dreams of taking over the world via household appliances.,0.51,0.22,0.41,G-Force-2009
The Departed,2006,,0.9199999999999999,1359.0,"An undercover agent and a spy constantly try to counter-attack each other in order to save themselves from being exposed in front of the authorities. Meanwhile, both try to infiltrate an Irish gang.",0.85,0.9,0.85,The Departed-2006
Pacific Rim: Uprising,2018,,0.64,1131.0,"Jake Pentecost, who had left his Jaeger training midway, gets a chance to live up to his father's legacy as he teams up with his estranged sister and former co-pilot to stop a new Kaiju threat.",0.5599999999999999,0.42,0.44,Pacific Rim: Uprising-2018
Sex and the City 2,2010,0.68,0.6799999999999999,253.0,"Carrie, Miranda and Charlotte are tired of dealing with the pressures of life and desire a break. Thus, they join their friend, Samantha, in Abu Dhabi where her former partner is filming a movie.",0.45,0.15,,Sex and the City 2-2010
Shakespeare in Love,1998,0.82,0.8400000000000001,127.0,"William Shakespeare is looking for a muse to help with his writing. When he meets Viola, who loves the theatre, she plays the part perfectly. However, she is promised to Lord Wessex in marriage.",0.71,0.92,0.87,Shakespeare in Love-1998
Divergent,2014,0.79,0.9,2112.0,"Tris Prior (Shailene Woodley) lives in a futuristic world in which society is divided into five factions. As each person enters adulthood, he or she must choose a faction and commit to it for life. Tris chooses Dauntless -- those who pursue bravery above all else. However, her initiation leads to th",0.6599999999999999,0.41,,Divergent-2014
Coming to America,1988,0.92,0.8800000000000001,704.0,"On his 21st birthday, African Prince Akeem has to marry a woman he has never seen. Determined to break tradition, he goes to America to look for one he can truly love and respect.",0.71,0.72,,Coming to America-1988
Wedding Crashers,2005,0.89,0.86,146.0,Two womanisers who love to gatecrash weddings find themselves in a fix when one of them falls in love with the bridesmaid at one such wedding.,0.6900000000000001,0.76,0.64,Wedding Crashers-2005
Bridesmaids,2011,0.8,0.76,299.0,"Annie, a jobless chef, is asked by her best friend, Lillian, to be her maid of honour. Issues evolve when she ruins the wedding events in a rage due to her conflicts with one of the bridesmaids.",0.6799999999999999,0.9,,Bridesmaids-2011
Maze Runner: The Death Cure,2018,0.86,0.9199999999999999,1315.0,"When a deadly disease called the Flare breaks out, Thomas and his group of escaped Gladers break into the Last City to find the cure and save their friends.",0.63,0.43,,Maze Runner: The Death Cure-2018
Casper,1995,0.88,0.9,241.0,"Carrigan Crittenden hires paranormal expert Dr James Harvey to exorcise the ghosts from her mansion. The situation changes when Harvey's daughter befriends Casper, a friendly ghost.",0.61,0.5,,Casper-1995
American Pie 2,2001,,0.9,123.0,"Having spent a year apart after joining college, a group of friends decide to reunite at a beach house. In their efforts to have a nice time, they land up encountering troublesome situations.",0.64,0.52,,American Pie 2-2001
Pitch Perfect 2,2015,0.83,0.9199999999999999,255.0,"The Barden Bellas, a cappella group, strive to resurrect their image after a disastrous performance. However, they enter a difficult international competition to try and regain their reputation.",0.64,0.65,,Pitch Perfect 2-2015
The Green Mile,1999,0.95,0.9800000000000001,3187.0,"Paul, the head guard of a prison, meets an inmate, John, an African American who is accused of murdering two girls. His life changes drastically when he discovers that John has a special gift.",0.86,0.78,0.61,The Green Mile-1999
Oblivion,2013,0.75,0.8800000000000001,848.0,"Jack Harper, a drone repairman stationed on Earth that has been ravaged by war with extraterrestrials, questions his identity after rescuing the woman who keeps appearing in his dreams.",0.7,0.53,0.54,Oblivion-2013
Elysium,2013,0.84,0.8400000000000001,534.0,"In 2154, the rich live in Elysium, an advanced space station, while the others thrive in poverty on Earth. Max begins a journey to Elysium to change the fate of humans on Earth and restore equality.",0.6599999999999999,0.65,,Elysium-2013
Lethal Weapon 4,1998,0.9,0.8400000000000001,67.0,Officers Martin Riggs and Roger Murtaugh of the Los Angeles Police Department must stop a dangerous crime lord from China from getting his brother out of jail.,0.6599999999999999,0.53,,Lethal Weapon 4-1998
John Carter,2012,0.78,0.9199999999999999,777.0,"John Carter finds himself transported to Mars, where he learns about his superhuman capabilities. Things take a turn when he rescues a princess who is on the run.",0.6599999999999999,0.52,0.51,John Carter-2012
Turbo,2013,0.82,0.8400000000000001,523.0,"Turbo finds himself extraordinarily gifted after a freak accident endows him with the power of speed. He decides to compete in the world's fastest race, the Indianapolis 500.",0.64,0.67,0.58,Turbo-2013
Paddington,2014,0.88,0.9199999999999999,382.0,"A young bear who can walk and talk travels to London from the jungles of Peru. There, he is adopted by the Brown family and goes through many adventures in the big city.",0.73,0.97,,Paddington-2014
Bridget Jones's Diary,2001,0.87,0.8800000000000001,283.0,"Bridget, a single woman, writes a diary focusing on how she wants to change her life. However, after two romantic encounters, her perspective changes drastically.",0.67,0.8,,Bridget Jones's Diary-2001
The Tourist,2010,0.8,0.8,459.0,"Frank, an American tourist, is visiting Italy to deal with a recent heartbreak. Elise sits with him on a Venice-bound and makes everyone believe that he is her lover, who is wanted by the police.",0.6,0.2,,The Tourist-2010
Scary Movie,2000,0.85,0.86,369.0,"Cindy Campbell and her friends mistakenly end up killing a man. A year after the unfortunate incident, someone stalks them, leaves threatening messages and tries to kill them one by one.",0.62,0.52,,Scary Movie-2000
xXx,2002,0.66,0.78,619.0,"The US government recruits extreme sports athlete Xander Cage to infiltrate a Russian criminal ring, which is plotting the destruction of the world.",0.5900000000000001,0.49,,xXx-2002
The Bourne Legacy,2012,0.84,0.8,278.0,"The US Department of Defense, which runs covert operations, offers stimulants to its field operatives for better results. When discovered, an English reporter plans to expose these secret activities.",0.6599999999999999,0.55,,The Bourne Legacy-2012
Mr. Peabody & Sherman,2014,0.82,0.9199999999999999,576.0,"A talking dog, Mr Peabody, embarks on a life dedicated to science, technology and athletics after being rejected by a potential owner. He adopts a son, Sherman.",0.6799999999999999,0.81,0.59,Mr. Peabody & Sherman-2014
Scooby-Doo,2002,0.82,0.9199999999999999,591.0,"Zoinks! Two years after a clash of egos forced Mystery Inc. to close its doors, Scooby-Doo and his clever crime-solving cohorts Fred (Freddie Prinze Jr.), Daphne (Sarah Michelle Gellar), Shaggy (Matthew Lillard) and Velma (Linda Cardellini) are individually summoned to Spooky Island to investigate a",0.52,0.3,,Scooby-Doo-2002
Lincoln,2012,0.89,0.9,296.0,Abraham Lincoln uses his powers as the president of the United States of America as he strives to abolish slavery and reunite his country during the Civil War.,0.73,0.89,,Lincoln-2012
Lara Croft: Tomb Raider,2001,0.8,0.8800000000000001,131.0,"Lara Croft, an adventurer, embarks on a journey to find an artefact that possesses the ability to control time. A secret society wants to lay its hands on the relic for its own immoral purposes.",0.58,0.2,,Lara Croft: Tomb Raider-2001
Tomb Raider,2018,0.78,0.8,611.0,"Lara Croft, a courageous and independent young woman, sets out on a dangerous journey to unravel the truth behind her adventurer father's mysterious disappearance.",0.63,0.52,,Tomb Raider-2018
The Expendables,2010,0.88,0.86,283.0,"A CIA's mercenary team is ordered to assassinate the dictator of a South American island without knowing that their mission is viciously planned by a vindictive CIA officer, James Monroe.",0.65,0.42,,The Expendables-2010
Cloudy with a Chance of Meatballs 2,2013,0.82,0.82,255.0,"When Flint learns that his machine is creating dangerous food-animal hybrids on Swallow Falls, he sets out with his friends to save his home. However, they soon realise that they have been deceived.",0.64,0.71,,Cloudy with a Chance of Meatballs 2-2013
The Nutty Professor,1996,0.84,0.8800000000000001,156.0,"Sherman, an extremely overweight genetics professor, falls in love with a colleague. But when he experiments on himself with a slimming potion, it not only trims him down but also makes him obnoxious.",0.5599999999999999,0.64,,The Nutty Professor-1996
Jerry Maguire,1996,0.87,0.9199999999999999,321.0,"Sports agent Jerry Maguire tries to get back on his feet after being fired from his job. However, the only client he has is Rod Tidwell, a disgruntled football player who wants a better contract.",0.73,0.84,,Jerry Maguire-1996
Bad Boys II,2003,0.89,0.86,260.0,"Mike and Marcus, the Miami Police Department detectives, investigate the flow of drugs into Miami. Their search leads them to a dangerous drug lord who is planning to control the city's drug trade.",0.6599999999999999,0.24,,Bad Boys II-2003
Lilo & Stitch,2002,0.89,0.96,675.0,"Stitch, an extraterrestrial entity, heads straight to planet Earth after he escapes his prison, where he tries to impersonate a dog. Things take a turn when Lilo adopts him from an animal shelter.",0.73,0.86,0.73,Lilo & Stitch-2002
The Silence of the Lambs,1991,0.92,0.9400000000000001,1498.0,"Clarice Starling, an FBI agent, seeks help from Hannibal Lecter, a psychopathic serial killer and former psychiatrist, in order to apprehend another serial killer who has been claiming female victims.",0.86,0.96,,The Silence of the Lambs-1991
Grown Ups,2010,0.9,0.9199999999999999,1218.0,"Five childhood friends take their families for a weekend trip to a lake house in their hometown, where they reunite to attend the funeral of their former high school basketball coach.",0.6,0.11,,Grown Ups-2010
Neighbors,2014,0.83,0.8,203.0,"Mac and Kelly's peaceful suburban life is offset by a fraternity house next door, which is inhabited by constantly partying college students who refuse to be quiet no matter how hard the couple try.",0.63,0.73,,Neighbors-2014
The Firm,1993,0.84,0.8400000000000001,172.0,Mitch is a lawyer who is lured by a big law firm with the promise of a bright future. Things do not go as planned after he finds himself embroiled in a murder case.,0.6799999999999999,0.75,0.58,The Firm-1993
Gran Torino,2008,0.93,0.9400000000000001,870.0,"When Walt Kowalski's neighbour, Thao, tries to steal his 1972 Gran Torino, he decides to help him reform. However, Walt gets involved in a feud with a local gang leader when he saves Thao from them.",0.8099999999999999,0.81,,Gran Torino-2008
"10,000 BC",2008,0.75,0.78,277.0,"D'Leh belongs to the tribe of hunters and gatherers who reside in the mountain range in the Urals. When his tribe is attacked, the love of his life is taken as prisoner and the men as slaves.",0.51,0.09,0.34,"10,000 BC-2008"
American Gangster,2007,0.9,0.9400000000000001,337.0,"Frank Lucas takes control of his boss Ellsworth Johnson's business after he dies of a heart attack. Soon, Lucas expands his control to various businesses while secretly running a drug cartel.",0.78,0.81,0.76,American Gangster-2007
Epic,2013,0.71,0.8800000000000001,355.0,"When Mary, a 17-year-old teenager, shrinks in size, she discovers a world inhabited by strange creatures. Soon, she finds herself reluctantly pulled into a battle between good and evil forces.",0.67,0.65,0.52,Epic-2013
Exodus: Gods and Kings,2014,0.75,0.62,491.0,"After learning of his true lineage, Moses, a former general, rises against Pharaoh Ramesses II to help the Hebrews escape from Egypt. He faces several challenges and is strongly opposed by Ramesses.",0.6,0.3,,Exodus: Gods and Kings-2014
Bambi,1942,0.87,0.9199999999999999,344.0,"Bambi is a young fawn who is chosen to become the next prince of the forest like his father. While living in the forest, he learns about friendship, love and how to protect his near and dear ones.",0.73,0.91,0.91,Bambi-1942
The Princess and the Frog,2009,0.9,0.9400000000000001,1171.0,"A young waitress, Tiana, embarks on a hilarious adventure after her fateful kiss with a frog prince who cannot wait to be human again.",0.71,0.85,,The Princess and the Frog-2009
Batman Returns,1992,0.82,0.8800000000000001,311.0,"When Max, an entrepreneur, and criminal Penguin team up to wreak havoc in Gotham City, Batman decides to stop them. Catwoman's alter ego, Selina Kyle, seeks revenge on Max for trying to kill her.",0.7,0.8,0.68,Batman Returns-1992
Indecent Proposal,1993,0.74,0.82,289.0,"A couple hit by recession come across millionaire John Gage in Las Vegas, who proposes something that could solve their troubles but ruin their relationship.",0.6,0.35,0.35,Indecent Proposal-1993
Something's Gotta Give,2003,0.84,0.8800000000000001,129.0,"While Harry is an aging Casanova who refuses to accept his age, Erica is an acclaimed dramatist. Unavoidable circumstances force these two individuals, who are poles apart in nature, to share a roof.",0.67,0.72,,Something's Gotta Give-2003
Bridget Jones: The Edge of Reason,2004,0.87,0.82,60.0,Bridget gets uncomfortable in her relationship with Mark after learning that he is averse to change and holds traditional values when it comes to voting. She also struggles to deal with her new boss.,0.6,0.27,,Bridget Jones: The Edge of Reason-2004
The Incredible Hulk,2008,0.71,0.82,912.0,"Dr Bruce Banner subjects himself to high levels of gamma radiation which triggers his transformation into a huge green creature, the Hulk, whenever he experiences negative emotions such as anger.",0.6599999999999999,0.67,0.61,The Incredible Hulk-2008
Waterworld,1995,0.83,0.8400000000000001,384.0,"The polar ice caps have melted down and most of Earth is underwater. In this situation, a mutated mariner fights starvation and reluctantly helps a woman and a young girl find dry land.",0.62,0.48,0.56,Waterworld-1995
The Truman Show,1998,0.94,0.96,2018.0,"An insurance salesman is oblivious of the fact that his entire life is a TV show and his family members are mere actors. As he starts noticing things and uncovers the truth, he decides to escape.",0.8099999999999999,0.95,0.9,The Truman Show-1998
Charlie's Angels,2000,0.83,0.8400000000000001,228.0,"Natalie, Dylan and Alex are three beautiful and uniquely talented tough girls are given the task of finding the kidnapped owner of Knox Enterprises, Eric Knox, by their millionaire boss, Charlie.",0.5599999999999999,0.69,,Charlie's Angels-2000
The Fifth Element,1997,0.9,0.9199999999999999,609.0,"Korben Dallas, a cab driver, tries to secure four mystical stones and a mysterious fifth element that alone can defeat a cosmic evil force during an apocalyptic war.",0.77,0.71,0.52,The Fifth Element-1997
Jumanji,1995,0.91,0.9199999999999999,642.0,"Two children come across a magical board game. While playing it, they meet Alan, a man who was trapped in the game, and attempt to free him while facing different kinds of danger.",0.7,0.55,0.39,Jumanji-1995
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,0.82,0.86,1102.0,"Borat, a Kazakh resident, travels to the USA to make a documentary on the country. While on his mission, he learns that the USA is the same as his own country in many ways.",0.73,0.91,0.89,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan-2006
Robots,2005,0.8,0.9199999999999999,482.0,"Rodney, a genius inventor, wants to meet his inspiration, Bigweld, who is a master inventor. In order to do so, he travels to the city and finds himself dealing with a corporate honcho.",0.64,0.64,,Robots-2005
Knight and Day,2008,0.78,0.8800000000000001,341.0,"June Havens meets Roy Miller, a lethal operative, in an unlikely encounter and gets entangled in his adventures. She falls in love with him and has to figure out if he is a traitor or a good guy.",0.63,0.52,0.46,Knight and Day-2008
Total Recall,1990,0.91,0.9199999999999999,211.0,Douglas Quaid tries to find the reason behind his recurring dream about Mars. He soon learns that a false memory has been planted into his brain and the people responsible for this want him dead.,0.75,0.82,0.57,Total Recall-1990
This Is It,2009,0.84,0.9800000000000001,262.0,"Months before King of Pop Michael Jackson was set to stage a spectacular comeback at London's O2 arena, he died suddenly, under tragic circumstances. This documentary, directed by the man who was set to choreograph the highly anticipated gigs, offers a look at preparations for the shows and provides a revealing portrait of the man behind the controversy.",0.72,0.81,,This Is It-2009
Terminator: Dark Fate,2019,0.8,0.7,4396.0,"When an advanced Terminator is sent into the past, a cyborg and a seasoned female warrior team up to stop the death of a young woman who is fated to ensure the survival of the human race.",0.62,0.7,0.54,Terminator: Dark Fate-2019
The Lone Ranger,2013,0.78,0.8800000000000001,446.0,"John, a lawyer, joins his brother to capture Cavendish, an outlaw. Cavendish attacks and leaves them for dead but John is rescued by Tonto, a rebel Comanche, and they team up to take down the rogue.",0.64,0.3,0.37,The Lone Ranger-2013
Super 8,2011,0.78,0.82,408.0,"A train crash sets off a series of bizarre events in a small town. When Jack Lang, the deputy sheriff, begins the investigation, he uncovers a shocking secret.",0.7,0.81,,Super 8-2011
Blade Runner 2049,2017,0.84,0.82,2000.0,"K, an officer with the Los Angeles Police Department, unearths a secret that could create chaos. He goes in search of a former blade runner who has been missing for over three decades.",0.8,0.88,,Blade Runner 2049-2017
Charlie's Angels: Full Throttle,2003,0.84,0.82,136.0,"The Angels track down rings containing the names of those in the FBI's witness protection programme. However, the witnesses begin to get murdered one by one.",0.49000000000000005,0.42,,Charlie's Angels: Full Throttle-2003
Parasite,2019,0.9,0.9199999999999999,18203.0,"The struggling Kim family sees an opportunity when the son starts working for the wealthy Park family. Soon, all of them find a way to work within the same household and start living a parasitic life.",0.86,0.98,0.96,Parasite-2019
Rush Hour 3,2007,0.92,0.9400000000000001,196.0,Inspector Lee and LAPD detective James Carter travel to Paris to protect a French witness from the attacks of the Chinese triads. The two battle it out against the world's most deadly criminals.,0.62,0.18,,Rush Hour 3-2007
The Full Monty,1997,0.84,0.96,90.0,"After the steel mill they work at shuts down, a group of unemployed men decide to get involved in the stripping business to earn a living. They invest the money they have saved to get started.",0.72,0.96,,The Full Monty-1997
Kung Fu Yoga,2017,0.86,0.86,211.0,"Jack (Jackie Chan), a world-renowned archaeology professor, and his team are on a grand quest to locate a lost ancient Indian treasure when they are ambushed by a team of mercenaries and left for dead. Using his vast knowledge of history and kung fu, Jack leads his team on a race around the world to",,,,Kung Fu Yoga-2017
Annabelle,2014,0.75,0.78,1174.0,"John and Mia Form are attacked by members of a satanic cult, who use their vintage doll as a conduit to make their life miserable. This unleashes a string of paranormal events in the Forms' residence.",0.54,0.29,,Annabelle-2014
Erin Brockovich,2000,0.9,0.9400000000000001,306.0,"Erin, a single mother, becomes a legal assistant and comes across a case against Pacific Gas and Electric. When she discovers that the company is poisoning a town's water supply, she seeks justice.",0.74,0.85,0.73,Erin Brockovich-2000
Marley & Me,2008,0.89,0.9400000000000001,632.0,"A happily married couple's life changes after they adopt a free-spirited pup named Marley who, along with his antics, manages to teach them and their children important life lessons.",0.71,0.63,,Marley & Me-2008
