Title,Year,google_use_like,google_use_score,google_use_n_rev,movie_description,imdb_score,rotten_tom_score,metacritic_score,id
The Matrix Reloaded,2003,0.87,0.86,431.0,"At the Oracle's behest, Neo attempts to rescue the Keymaker and realises that to save Zion within 72 hours, he must confront the Architect. Meanwhile, Zion prepares for war against the machines.",0.72,0.73,,The Matrix Reloaded-2003
Ne Zha,2019,0.93,0.96,914.0,"The Primus extracts a Mixed Yuan Bead into a spirit bead and a demon bead. The spirit bead can be reincarnated in human to help King Zhou establish a new dynasty, the demon bead will create a devil and harm human. Ne Zha is the one who should be spirit bead hero but he becomes a devil incarnate, because the spirit bead and the demon bead is switched.",0.75,0.88,0.54,Ne Zha-2019
F9: The Fast Saga,2021,0.86,0.62,17653.0,"Dom Toretto is living the quiet life off the grid with Letty and his son, but they know that danger always lurks just over the peaceful horizon. This time, that threat forces Dom to confront the sins of his past to save those he loves most. His crew soon comes together to stop a world-shattering plo",0.52,0.59,,F9: The Fast Saga-2021
Gravity,2013,0.85,0.78,1365.0,"On an outer space mission, Dr Ryan Stone, an engineer, and Matt Kowalski, an astronaut, are hit by high-speed space debris. As the situation gets dire, Stone, the lone survivor, rises to the occasion.",0.77,0.96,0.96,Gravity-2013
Captain America: The Winter Soldier,2014,0.86,0.9400000000000001,1582.0,"As Steve Rogers adapts to the complexities of a contemporary world, he joins Natasha Romanoff and Sam Wilson in his mission to uncover the secret behind a deadly, mysterious assassin.",0.77,0.9,,Captain America: The Winter Soldier-2014
The Twilight Saga: Breaking Dawn - Part 1,2011,0.84,0.9,661.0,"After consummating her marriage with Edward, Bella realises that she has become pregnant with a child that is half-human, half-vampire. Further, the unborn child has many enemies in the outside world.",0.49000000000000005,0.25,,The Twilight Saga: Breaking Dawn - Part 1-2011
The Twilight Saga: New Moon,2009,0.87,0.8800000000000001,736.0,"When Edward realises that Bella's safety is threatened because of him, he leaves her and moves away. She ends up finding solace in Jacob Black, a werewolf.",0.48,0.28,,The Twilight Saga: New Moon-2009
Dawn of the Planet of the Apes,2014,0.87,0.9199999999999999,329.0,"Caesar, a chimpanzee and leader of the evolved apes, allows a human family into his territory. However, due to a vindictive bonobo, misunderstandings arise between the two species, resulting in war.",0.76,0.9,,Dawn of the Planet of the Apes-2014
Transformers,2007,0.84,0.9199999999999999,950.0,"The noble Autobots and Decepticons, two intergalactic races of robots, crash land on Earth. They battle for Allspark, the ultimate power source, whose location is held by Sam.",0.7,0.58,0.61,Transformers-2007
The Amazing Spider-Man 2,2014,0.81,0.86,1814.0,"Spider-Man embarks on a mission to protect his loved ones when OsCorp, owned by his childhood friend Harry Osborn, unleashes a slew of genetically-modified villains against him.",0.65,0.52,,The Amazing Spider-Man 2-2014
It,2017,0.85,0.9,5040.0,"Seven helpless and bullied children are forced to face their worst nightmares when Pennywise, a shape-shifting clown, reappears. The clown, an ancient evil torments children before feeding on them.",0.73,0.86,0.69,It-2017
Interstellar,2014,0.94,0.9800000000000001,13807.0,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",0.86,0.72,0.74,Interstellar-2014
The Wandering Earth,2019,0.75,0.82,494.0,"When the sun dies out, the people of Earth build giant thrusters to move the planet out of orbit and sail to a new star system. After 2,500 years, young people continue the fight for everyone's survival.",0.6,0.71,0.57,The Wandering Earth-2019
The Twilight Saga: Eclipse,2010,0.87,0.9,583.0,"High school student Bella is haunted by the revengeful vampire Victoria. Amid this, she is coerced to deal with her graduation and a crucial choice between love and friendship.",0.5,0.47,,The Twilight Saga: Eclipse-2010
Mission: Impossible - Ghost Protocol,2011,0.91,0.9400000000000001,370.0,"When the IMF is wrongly accused of bombing the Kremlin, Ethan and his team race against time to find the real culprits and clear the reputation of their organisation.",0.74,0.93,0.73,Mission: Impossible - Ghost Protocol-2011
The Hunger Games,2012,0.86,0.9199999999999999,2614.0,"Katniss volunteers to replace her sister in a tournament that ends only when one participant remains. Pitted against contestants who have trained for this all their life, she has little to rely on.",0.72,0.84,,The Hunger Games-2012
Mission: Impossible - Rogue Nation,2015,0.89,0.9400000000000001,390.0,"With the IMF disbanded and the CIA hunting him, Ethan and his team race against time to prove the existence of the Syndicate, a highly-skilled terror organisation, before they plan their next attack.",0.74,0.94,,Mission: Impossible - Rogue Nation-2015
Forrest Gump,1994,0.94,0.9800000000000001,6395.0,"Forrest, a man with low IQ, recounts the early years of his life when he found himself in the middle of key historical events. All he wants now is to be reunited with his childhood sweetheart, Jenny.",0.8800000000000001,0.71,0.82,Forrest Gump-1994
Doctor Strange,2016,0.86,0.9400000000000001,2002.0,"In an accident, Stephen Strange, a famous neurosurgeon, loses the ability to use his hands. He goes to visit the mysterious Ancient One to heal himself and becomes a great sorcerer under her tutelage.",0.75,0.89,,Doctor Strange-2016
The Sixth Sense,1999,0.91,0.9400000000000001,1137.0,"Malcolm Crowe, a child psychologist, starts treating a young boy who acts as a medium of communication between the former and a slew of unhappy spirits.",0.8099999999999999,0.86,0.64,The Sixth Sense-1999
Man of Steel,2013,0.8,0.9199999999999999,2871.0,"Clark learns about the source of his abilities and his real home when he enters a Kryptonian ship in the Artic. However, an old enemy follows him to Earth in search of a codex and brings destruction.",0.7,0.56,,Man of Steel-2013
Ice Age: The Meltdown,2006,0.88,0.9,221.0,"Manny, Sid and Diego discover that the ice dam protecting the valley they were residing in was about to fall and eventually lead to floods. Soon after, they scamper off to find a safer habitat.",0.6799999999999999,0.57,,Ice Age: The Meltdown-2006
Kung Fu Panda 2,2011,0.91,0.9400000000000001,492.0,"Dragon Warrior Po takes it upon himself to foil the plans of murderous peacock Shen who intends to conquer China and destroy kung fu. For this, Po has to unveil the mystery of his own past.",0.72,0.81,0.67,Kung Fu Panda 2-2011
The Hunger Games: Mockingjay - Part 2,2015,0.84,0.8400000000000001,469.0,"After realising that she is no longer fighting for survival, Katniss Everdeen sets out to assassinate the tyrannical President Snow and liberate the people of Panem.",0.6599999999999999,0.69,,The Hunger Games: Mockingjay - Part 2-2015
Justice League,2017,0.7,0.52,769.0,"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.",0.61,0.4,,Justice League-2017
Fantastic Beasts: The Crimes of Grindelwald,2018,0.82,0.8800000000000001,1337.0,"Gellert Grindelwald plans to raise an army of wizards to rule over non-magical beings. In response, Newt Scamander's former professor, Albus Dumbledore, seeks his help to stop him.",0.65,0.36,0.52,Fantastic Beasts: The Crimes of Grindelwald-2018
Pirates of the Caribbean: The Curse of the Black Pearl,2003,0.92,0.9800000000000001,2118.0,"A blacksmith joins forces with Captain Jack Sparrow, a pirate, in a bid to free the love of his life from Jack's associates, who kidnapped her suspecting she has the medallion.",0.8,0.79,,Pirates of the Caribbean: The Curse of the Black Pearl-2003
Star Wars: Episode II - Attack of the Clones,2002,0.86,0.76,1214.0,"While pursuing an assassin, Obi Wan uncovers a sinister plot to destroy the Republic. With the fate of the galaxy hanging in the balance, the Jedi must defend the galaxy against the evil Sith.",0.65,0.65,,Star Wars: Episode II - Attack of the Clones-2002
Thor: The Dark World,2013,0.86,0.78,963.0,"Thor sets out on a journey to defeat Malekith, the leader of the Dark Elves when he returns to Asgard to retrieve a dangerous weapon and fulfill his desire of destroying the Nine Realms.",0.6799999999999999,0.66,,Thor: The Dark World-2013
Moana,2016,,0.9199999999999999,2218.0,"Moana, daughter of chief Tui, embarks on a journey to return the heart of goddess Te Fitti from Maui, a demigod, after the plants and the fish on her island start dying due to a blight.",0.76,0.95,0.81,Moana-2016
Sing,2016,0.81,0.9,1201.0,"Dapper Koala Buster Moon presides over a once-grand theater that has fallen on hard times. An eternal optimist, and a bit of a scoundrel, he loves his theater above all and will do anything to preserve it. Facing the crumbling of his life's ambition, he takes one final chance to restore his fading j",0.71,0.71,,Sing-2016
Kung Fu Panda,2008,0.88,0.96,1309.0,"When Po the Panda, a kung fu enthusiast, gets selected as the Dragon Warrior, he decides to team up with the Furious Five and destroy the evil forces that threaten the Valley of Peace.",0.76,0.87,,Kung Fu Panda-2008
The Incredibles,2004,0.9,0.9199999999999999,967.0,"Forced to adopt a civilian identity and stuck in a white-collar job, Mr Incredible itches to get back into action. When he is lured into a trap by the evil Syndrome, his family contrives to save him.",0.8,0.97,,The Incredibles-2004
The Martian,2015,0.93,0.9400000000000001,2229.0,"Mark Watney is stranded on the planet of Mars after his crew leaves him behind, presuming him to be dead due to a storm. With minimum supplies, Mark struggles to keep himself alive.",0.8,0.91,,The Martian-2015
Hancock,2008,0.84,0.8800000000000001,415.0,"John Hancock is a reckless superhero whose chaotic efforts have made him wildly unpopular. However, his life changes when a PR expert offers to help him improve his public image.",0.64,0.41,0.49,Hancock-2008
Fast Five,2011,0.86,0.9400000000000001,151.0,"Dom and Brian travel from one country to another, trying to throw the authorities off their scent. Now they have to bring their team together one more time while being chased by a federal agent.",0.73,0.77,0.66,Fast Five-2011
Men in Black 3,2012,0.9,0.9400000000000001,243.0,"When Boris, an alien criminal, escapes a high-security prison, it is up to Agent J to bring him back. He goes back in time and finds a younger Agent K to help him in his quest.",0.6799999999999999,0.68,,Men in Black 3-2012
Iron Man 2,2010,0.88,0.8400000000000001,958.0,"Tony Stark is under pressure from various sources, including the government, to share his technology with the world. He must find a way to fight them while also tackling his other enemies.",0.7,0.72,0.57,Iron Man 2-2010
Ratatouille,2007,0.93,0.96,2899.0,"Remy, a rat, aspires to become a renowned French chef. However, he fails to realise that people despise rodents and will never enjoy a meal cooked by him.",0.8,0.96,,Ratatouille-2007
Ant-Man and the Wasp,2018,0.9,0.86,716.0,"Despite being under house arrest, Scott Lang, along with the Wasp, sets out to help Dr Hank Pym to enter the quantum realm as they face new enemies along the way.",0.7,0.87,0.7,Ant-Man and the Wasp-2018
How to Train Your Dragon 2,2014,0.92,0.96,666.0,"Hiccup and Toothless are faced with the threat of Drago, a dragon trapper, bent on capturing and dominating over all dragons. However, they are determined to defeat him and restore peace on Berk.",0.78,0.91,,How to Train Your Dragon 2-2014
Logan,2017,0.85,0.9400000000000001,2258.0,"Logan comes out of retirement to escort a young mutant named Laura to a safe place. He meets with other mutants, who run from an evil corporation that has been experimenting with them, along the way.",0.8099999999999999,0.94,0.77,Logan-2017
The Lost World: Jurassic Park,1997,0.89,0.86,579.0,"John Hammond along with few other members try to explore the Jurassic Park's second site. However, things get complicated when the dinosaurs go wild and everyone is forced to run for their lives.",0.6599999999999999,0.53,0.59,The Lost World: Jurassic Park-1997
Casino Royale,2006,0.93,0.9199999999999999,834.0,"Special Agent James Bond embarks on a mission to prevent Le Chiffre, a mob banker, from winning a high stakes poker game. He is aided by Vesper Lynd, a British Treasury agent.",0.8,0.94,0.8,Casino Royale-2006
The Passion of the Christ,2004,0.93,0.96,2140.0,"Jesus Christ, the savior of humanity, is betrayed by one of his disciples and captured by the Romans. Even during a torturous death, Jesus redeems souls and defeats Satan's true purpose.",0.72,0.49,,The Passion of the Christ-2004
Mamma Mia!,2008,0.87,0.9199999999999999,1038.0,"As Sophie and her family are busy preparing for her wedding, she secretly invites three men, who were her mother's lovers in the past, with the hope that one of them is her father.",0.64,0.55,,Mamma Mia!-2008
Life of Pi,2012,0.92,0.9400000000000001,1943.0,Pi Patel finds a way to survive in a lifeboat that is adrift in the middle of nowhere. His fight against the odds is heightened by the company of a hyena and a male Bengal tiger.,0.79,0.86,,Life of Pi-2012
Transformers: The Last Knight,2017,0.77,0.76,1281.0,"Quintessa brainwashes Optimus Prime and heads to Earth to search for an ancient staff. Cade, Bumblebee and the Autobots race against time to find it, while also escaping an anti-Transformers force.",0.52,0.15,0.27,Transformers: The Last Knight-2017
